id	gene_symbol	Description(s)	PanPan	PanTro	HomSap	GorGor	PonPyg	PonAbe	SymSyn
95	RPS6KA3	ribosomal protein S6 kinase A6;ribosomal protein S6 kinase A3	78.720	77.089	78.322	78.581	78.442	78.442	78.303
99	YY2	membrane-bound transcription factor site-2 protease-like;YY2 transcription factor;membrane bound transcription factor peptidase, site 2;membrane-bound transcription factor site-2 protease	0	0	0	0	0	0	0
105	PRDX4	thioredoxin-dependent peroxide reductase, mitochondrial-like;peroxiredoxin 4	55.983	0	0	0	0	0	0
109	SATL1	spermidine/spermine N1-acetyltransferase 1;spermidine/spermine N1-acetyl transferase like 1	56.897	56.034	59.064	61.905	57.895	57.895	57.738
114	ZNF711	zinc finger protein X-linked;zinc finger protein 711	56.479	56.479	56.273	56.479	56.410	55.131	56.601
115	SUPT20HL2	SUPT20H like 1;putative transcription factor SPT20 homolog-like 2;transcription factor SPT20 homolog-like 1;SUPT20H like 2	85.998	87.018	96.755	96.146	94.929	85.714	93.535
116	40S ribosomal protein S26-like	40S ribosomal protein S26-like	95.652	93.069	0	0	0	0	0
124	DCAF8L2	DDB1 and CUL4 associated factor 8 like 1;DDB1 and CUL4 associated factor 8 like 2;DDB1- and CUL4-associated factor 8-like protein 2	78.537	78.130	73.618	77.689	77.586	77.743	78.232
125	IL1RAPL1	interleukin 1 receptor accessory protein like 1;interleukin 1 receptor accessory protein like 2	62.687	62.687	61.207	61.494	61.351	61.351	61.494
130	GK	glycerol kinase	93.186	92.845	0	0	0	0	0
132	FTHL17	putative ferritin heavy polypeptide-like 19;ferritin heavy chain like 17;ferritin heavy chain-like;ferritin heavy chain like 18;proline rich and Gla domain 1	0	89.140;70.056;68.362	0	93.151;68.927;71.233	66.995;77.477;70.056;69.347;67.760;71.930	77.477;71.930;70.056	63.694;71.429;65.574;70.000;72.956;75.000
133	DRP2	dystrophin related protein 2;dystrophin	55.184	55.407	55.407	56.098	55.518	59.459	55.814
135	FAM47B	protein FAM47A-like;family with sequence similarity 47 member C;protein FAM47B-like;putative protein FAM47C;family with sequence similarity 47 member B;protein FAM47B;family with sequence similarity 47 member A	65.963;64.706;65.092;61.507;54.677;51.892	65.092;61.637;65.015;54.313;51.892;59.519	57.077;53.818;68.723	62.452;55.780;57.006;65.106;55.145;54.461	57.609;57.272;60.895;59.129;63.904;60.051	60.668;60.000;58.068;60.719;70.294;57.272	57.187;64.157;80.704;68.182;62.457;68.197
140	H2AL3	histone H2A-like 3;H2A.B variant histone 3;H2A.L variant histone 1Q;H2A.B variant histone 2;H2A.L variant histone 3;histone H2A-Bbd type 2/3;H2A.B variant histone 1;histone H2A-Bbd type 2/3-like	46.739;100.000;52.174;100.000;46.739;77.778;46.739;52.174;100.000;52.174	46.739;46.739;76.852;46.739;100.000;57.692;100.000;57.692;100.000;57.692	99.130;100.000;45.652;99.130;44.565;45.652	100.000;45.783;100.000;45.783;100.000;45.783	42.222;100.000;100.000;56.164;42.222;42.222;70.642;100.000;52.564;56.164	100.000;100.000;42.222;100.000;42.222;42.222;46.259	37.662;38.679;40.625;95.652;96.522;99.130
141	TFDP3	transcription factor Dp-1-like;transcription factor Dp-1;transcription factor Dp family member 3	72.263	0	0	73.723	73.479	73.723	72.494
143	endogenous retrovirus group K member 6 Env polyprotein-like	endogenous retrovirus group K member 6 Env polyprotein-like;endogenous retrovirus group K member 6 Env polyprotein;endogenous retrovirus group K member 7 Env polyprotein-like;endogenous retrovirus group K member 25 Env polyprotein-like	77.938	0	0	0	0	0	51.146
147	CYBB	NADPH oxidase 1;cytochrome b-245 heavy chain;cytochrome b-245 beta chain	57.941	57.941	57.766	57.417	58.290	58.464	57.766
155	TSPAN7	tetraspanin 7;tetraspanin 6	58.468	58.871	58.871	58.468	58.065	0	58.871
171	MPP1	calcium/calmodulin dependent serine protein kinase;MAGUK p55 scaffold protein 1	54.348	54.348	54.348	54.348	54.348	54.348	50.000
176	MAOA	monoamine oxidase B;monoamine oxidase A	72.727	72.727	72.925	72.925	73.123	72.925	72.134
181	FUNDC1	FUN14 domain containing 2;FUN14 domain containing 1	55.814	55.814	55.814	55.814	55.814	55.814	58.730
182	40S ribosomal protein SA-like	40S ribosomal protein SA-like	85.000	84.348;93.443;85.000	0	85.000;93.220;87.222	78.571;77.665;91.571	78.173	79.130
187	KRBOX4	KRAB box domain containing 4;zinc finger protein 630-like;zinc finger protein 157-like	0	0	0	0	51.515	50.000	0
188	ZNF630	zinc finger protein 157;ZFP92 zinc finger protein;KLF transcription factor 8;zinc finger protein 75D;zinc finger protein 81;zinc finger protein 41;zinc finger protein 449;zinc finger protein 182;zinc finger protein 674;zinc finger protein 275;zinc finger protein 630;zinc finger protein 674-like	52.857;48.171;38.966;46.479;55.172;35.570;42.180;33.058;55.862;50.000;41.228;51.542;47.582;45.645;39.706;47.278;49.254;59.938;43.529;54.274;46.667;39.691;45.482;43.976;46.114;44.311;42.391;55.405;40.385;40.000;38.542;39.481;50.598;44.737;48.808;44.464;49.923;52.709;47.604;35.172;45.234;50.953;49.282;45.060;39.604;49.291;38.810;43.784;40.789;52.381;45.631;39.759;54.359;44.578;50.000	44.559;55.862;44.311;42.784;45.590;47.295;59.938;50.000;54.359;50.800;55.714;39.691;42.978;50.607;48.960;44.444;39.604;49.282;40.705;48.171;35.570;42.180;45.960;46.067;50.000;32.851;38.966;45.482;43.976;45.260;41.228;42.391;46.114;55.752;49.468;43.393;51.902;40.789;38.636;40.310;49.846;47.278;39.759;56.716;38.642;47.114;35.172;52.217;46.275;46.154;49.254;51.542;44.578;44.737;39.481	43.728;45.482;40.789;49.291;42.268;38.636;40.052;35.762;51.902;43.003;39.691;39.604;50.953;44.910;49.282;34.812;55.172;45.161;48.649;42.391;43.976;44.311;46.114;55.752;48.171;40.936;46.364;39.759;50.000;44.578;44.737;50.000;46.154;35.862;45.328;51.055;38.642;42.180;47.278;50.230;48.945;50.800;48.128;59.627;47.568;39.645;34.004;49.254;52.709;38.966;51.542;55.856;52.857;46.970;47.738	39.466;51.542;55.752;35.033;39.896;38.225;53.712;55.856;36.430;44.737;49.254;46.114;48.585;38.968;33.198;54.359;52.709;51.055;44.578;40.936;43.067;39.379;46.067;59.627;47.738;47.434;43.529;39.691;45.181;48.171;44.311;46.061;43.976;42.391;42.977;55.172;44.955;47.861;47.634;39.604;35.570;54.447;44.107;48.415;40.789;55.862;46.479;42.180;50.000;46.356;45.139;50.000;50.384;50.000;39.759	39.604;44.737;40.789;44.578;50.000;42.391;39.759;43.529;50.000;50.000;40.656;45.550;50.244;56.463;39.691;51.646;44.548;48.722;45.307;42.120;39.286;40.273;55.752;38.802;51.542;57.207;50.598;38.905;36.000;45.482;49.291;51.762;56.477;42.703;33.605;46.114;56.716;49.254;53.202;48.945;49.390;43.128;46.111;47.170;55.102;43.976;40.936;45.455;44.311;47.745;50.000;45.084;47.738;60.093;46.809	44.311;42.857;50.000;50.598;46.579;49.367;55.782;45.481;44.984;59.909;39.619;42.391;55.752;43.976;46.114;49.390;45.455;39.691;41.896;40.789;42.120;49.291;39.193;36.000;56.477;45.375;51.762;44.737;39.759;44.578;50.000;50.000;39.604;43.529;38.802;39.286;40.273;57.207;43.590;51.542;51.477;43.128;49.923;51.646;47.745;33.803;53.695;50.239;49.751;47.170;56.463;46.111;48.243;47.738;44.548	44.348;44.012;42.391;53.846;39.691;48.780;43.675;45.455;40.936;46.114;44.876;42.105;39.563;74.617;54.483;51.047;49.920;43.498;50.481;50.000;50.400;42.492;55.862;44.770;47.970;58.108;54.359;33.889;39.604;48.684;39.759;50.000;43.529;44.578;41.892;38.276;52.863;55.856;51.327;40.060;57.143;48.980;48.726;44.860;48.869;42.180;53.797;52.857;33.333;48.995;47.278;52.381;47.179;52.217;49.254
190	SLC9A6	solute carrier family 9 member A6;solute carrier family 9 member A7	67.989	68.363	68.276	71.008	67.794	67.794	68.363
208	SPACA5	sperm acrosome associated 5B;sperm acrosome associated 5	0	0	100.000	0	0	0	0
210	SSX4	protein SSX7;protein SSX4-like;protein SSX3;protein SSX3-like;SSX family member 5;putative protein SSX9;SSX family member 1;SSX family member 3;putative protein SSX8;protein SSX4;SSX family member 2B;protein SSX1-like;putative protein SSX6;SSX family member 7;SSX family member 4B;SSX family member 4;protein SSX5;SSX family member 2;protein SSX7-like;protein SSX2-like;protein SSX1;protein SSX2;uncharacterized LOC129475302	80.851;72.414;72.052;76.064;72.414;75.319;75.319;75.701;78.846;68.122;89.362;78.846;84.431;84.431;71.963;63.959;71.154;100.000;57.466;57.466;80.663;64.629;63.959;87.660;87.660;62.745;71.154;60.851;60.851;67.290;57.466;57.466;80.663;100.000;62.069;62.069	74.766;74.468;81.383;81.383;81.034;94.149;80.851;87.850;64.953;69.626;69.626;83.978;74.766;70.561;86.916;73.404;73.404;71.795;74.468;86.170;65.421;100.000;81.410;80.851;80.851;71.495;81.410;80.851;80.851;71.495;79.885;80.128;88.950;79.787;82.710;71.028	74.359;65.482;76.923;83.333;89.103;76.923;100.000;62.882;79.255;79.255;77.660;79.255;74.359;64.192;68.122;69.432;64.192;65.482;82.447;80.851;100.000;76.923;85.106;82.447;83.333;80.851;89.103;76.923	64.126;77.660;75.532;63.677;69.159;74.866;67.757;69.159;64.126;69.507;81.614;82.511;71.749;80.269;82.511;76.596;64.574;66.355;73.797;65.421;66.355;84.305;72.430;80.319;71.495;72.430;80.269;67.713;79.372;80.269;74.299;92.991;100.000;74.299;74.299;92.991	80.851;76.064;60.086;68.862;74.468;80.000;60.851;98.404;60.851;60.538;99.468;75.532;65.315;66.355;80.851;79.255;64.807;75.000;76.596;63.830;62.979;82.447;62.979;66.816;80.319;78.723;67.568;69.159;100.000;67.382;78.750;83.511;79.149;69.787;77.660;69.787;70.404;75.532;85.106;74.324;74.766;79.255;58.049;62.661;82.128;82.128;60.515;82.128;62.313;59.657;65.665;56.180;59.073;64.807;76.250;66.809;67.660;76.064;67.660;67.713;72.864;91.489;67.117;80.374;76.596;60.870;87.234;81.818;87.234;58.519;79.394;68.085;61.338;61.303;63.830;60.870;62.128;100.000;56.667;60.426;70.213;59.630;63.218;62.979;72.500;62.128;61.883;97.872;77.128;66.667;67.757;82.447;60.870;56.667;60.426;70.213;59.630;63.218;62.979;74.359;60.090;69.058;81.166;79.372;66.816;68.263;75.000;64.574;65.888;80.319;75.000;69.820;87.850;78.723;77.564;79.372;67.568;75.641;69.159;75.000	63.948;63.084;63.948;69.565;65.532;72.340;65.532;77.564;65.532;72.340;73.125;66.822;64.192;79.787;70.093;59.459;100.000;79.828;79.574;66.524;81.277;59.204;79.149;66.524;58.537;69.110;80.687;63.519;57.143;59.459;53.125;69.634;87.383;55.172;74.176;69.634;87.383;73.077;76.168;57.255;67.290;77.103;79.828;79.574;66.524;81.277;59.204;79.149;66.524;58.537;69.110;80.687;63.519;57.143;80.851;59.565;81.702;62.626;80.426;59.565;59.406;58.203;80.000;66.957;60.156;61.353;72.500;60.386;78.205;61.353;72.500;78.205;59.716;75.625;76.282;81.212;87.234;65.517;99.574;81.212;60.536;84.681;68.511;61.686;61.702;72.436;81.212;100.000;67.290;81.437;77.128;67.757;76.355;86.809;61.702;60.536;83.830;70.213;63.218;65.517;72.436;81.215;63.063;85.256;85.635;81.212;60.536;84.255;68.511;61.686;77.128;80.374;67.686;87.850;67.290;81.437;67.757;58.824;92.056;60.784	79.487;65.263;84.305;78.723;75.532;55.605;78.974;75.000;78.846;48.168;70.526;74.737;66.368;63.677;82.979
216	RBMX	RNA binding motif protein X-linked;RNA-binding motif protein, X chromosome-like;RNA binding motif protein 3	54.878	54.878;89.855;53.086	54.878	54.878	89.855;54.321;54.878	52.113;89.855;55.072	54.878
245	GAGE12H	G antigen 1;X antigen family member 5;PAGE family member 1;G antigen 10;X antigen family member 2;G antigen 12D;G antigen 12H;G antigen 12G;X antigen family member 5-like;G antigen 12J;G antigen 2D;G antigen 12E;G antigen 7;G antigen 12F;X antigen family member 3;G antigen 10-like;PAGE family member 3;G antigen 5;G antigen 7-like;G antigen 1-like;G antigen 12B;G antigen 13;PAGE family member 4;G antigen 2A;G antigen 4;G antigen 2D-like;X antigen family member 3-like	90.265;92.308;90.265;38.365;90.265;90.265;100.000;100.000;90.265;40.708;49.580;40.404;46.218;40.000;40.404;90.265;31.858;100.000;100.000;90.265;90.598;100.000;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;98.230;100.000;73.585;100.000;100.000;90.265;90.265;100.000;33.557;46.491;39.640;44.643;39.706;39.640;100.000;41.791;90.265;90.265;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;98.230;64.151;98.230;98.230;92.308;92.308;98.230;38.136;46.667;39.316;45.763;38.806;39.316;98.230;41.429;92.308;92.308;98.230;98.291;92.308;92.308;98.230;98.230;92.308;98.230;92.308;98.230;62.500;92.308;73.585;100.000;100.000;90.265;90.265;100.000;33.557;46.491;39.640;44.643;39.706;39.640;100.000;41.791;90.265;90.265;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;73.585;73.585;38.365;38.365;73.585;40.000;43.333;45.238;37.838;40.000;45.238;73.585;51.282;38.365;38.365;73.585;66.038;38.365;38.365;73.585;73.585;38.365;73.585;38.365;73.585;61.290;38.365;100.000;90.265;90.265;100.000;33.557;46.491;39.640;44.643;39.706;39.640;100.000;41.791;90.265;90.265;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;90.265;90.265;100.000;33.557;46.491;39.640;44.643;39.706;39.640;100.000;41.791;90.265;90.265;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;100.000;90.265;40.708;49.580;40.404;46.218;40.000;40.404;90.265;31.858;100.000;100.000;90.265;90.598;100.000;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;90.265;40.708;49.580;40.404;46.218;40.000;40.404;90.265;31.858;100.000;100.000;90.265;90.598;100.000;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;33.557;46.491;39.640;44.643;39.706;39.640;100.000;41.791;90.265;90.265;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;72.381;89.216;62.857;54.545;89.216;33.557;39.726;40.708;40.708;33.557;38.393;40.708;40.708;33.557;33.557;40.708;33.557;40.708;33.557;40.708;72.072;72.973;55.422;72.072;46.491;42.222;49.580;49.580;46.491;48.305;49.580;49.580;46.491;46.491;49.580;46.491;49.580;46.491;49.580;68.468;55.422;100.000;39.640;45.455;40.404;40.404;39.640;41.026;40.404;40.404;39.640;39.640;40.404;39.640;40.404;39.640;40.404;41.739;68.468;44.643;37.037;46.218;46.218;44.643;47.458;46.218;46.218;44.643;44.643;46.218;44.643;46.218;44.643;46.218;55.422;39.706;46.575;40.000;40.000;39.706;41.791;40.000;40.000;39.706;39.706;40.000;39.706;40.000;39.706;40.000;39.640;45.455;40.404;40.404;39.640;41.026;40.404;40.404;39.640;39.640;40.404;39.640;40.404;39.640;40.404;41.791;90.265;90.265;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;31.858;31.858;41.791;41.429;31.858;31.858;41.791;41.791;31.858;41.791;31.858;41.791;31.858;100.000;90.265;90.598;100.000;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;90.265;90.598;100.000;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;99.099;90.265;90.265;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;90.598;90.598;99.099;99.099;90.598;99.099;90.598;99.099;62.500;90.598;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;90.265;90.265;100.000;90.265;100.000;90.265;62.500;100.000;100.000;90.265;100.000;90.265;100.000;62.500;90.265;90.265;100.000;90.265;100.000;62.500;90.265;90.265;100.000;90.265;62.500;100.000;90.265;100.000;62.500;90.265;90.265;62.500;100.000;62.500;90.265;62.500	40.000;39.024;39.024;45.570;37.838;50.000;40.984;63.793;63.793;37.805;39.024;46.032;63.793;39.024;45.570;38.571;40.000;57.143;41.739;46.575;50.000;38.806;38.806;40.000;38.571;44.615;38.806;38.571;57.143;99.138;38.384;45.378;37.168;48.739;91.453;91.453;98.276;100.000;73.958;91.453;100.000;38.384;39.394;46.218;31.858;49.580;92.308;92.308;99.138;99.138;75.000;92.308;99.138;39.394;64.762;45.205;72.973;37.607;37.607;39.394;38.384;44.330;37.607;38.384;100.000;37.037;72.973;45.763;45.763;46.218;45.378;43.299;45.763;45.378;64.762;42.222;41.429;41.429;36.283;37.168;40.260;41.429;37.168;45.205;47.458;47.458;49.580;48.739;47.423;47.458;48.739;72.973;100.000;91.453;91.453;75.000;100.000;91.453;37.607;91.453;91.453;75.000;100.000;91.453;37.607;98.276;75.000;91.453;98.276;39.394;73.958;91.453;100.000;38.384;75.000;73.958;44.330;91.453;37.607;38.384	41.429;54.217;41.429;41.429;45.714;41.429;41.429;46.575;41.429;41.429;41.429;41.429;56.627;41.429;41.429;41.429;42.045;41.429;41.429;40.870;42.857;41.429;41.429;40.000;40.299;48.333;100.000;99.145;90.598;99.145;99.145;37.975;99.145;98.291;99.145;100.000;39.394;98.291;98.291;100.000;41.176;96.581;99.145;45.000;98.291;98.291;99.145;98.291;96.396;48.333;48.333;53.782;49.167;49.167;41.111;48.333;49.167;48.333;48.333;70.270;49.167;48.333;48.333;41.905;48.739;48.333;72.072;49.167;49.167;48.333;47.500;51.327;99.145;90.598;99.145;99.145;37.975;99.145;98.291;99.145;100.000;39.394;98.291;98.291;100.000;41.176;96.581;99.145;45.000;98.291;98.291;99.145;98.291;96.396;89.744;98.291;98.291;37.975;98.291;99.145;100.000;99.145;39.394;99.145;97.436;99.145;41.176;95.726;100.000;45.000;97.436;97.436;98.291;97.436;95.495;91.453;91.453;39.241;89.744;90.598;89.744;90.598;44.444;90.598;90.598;90.598;43.312;92.241;89.744;48.718;90.598;92.308;89.744;88.889;93.636;100.000;39.241;98.291;99.145;98.291;99.145;40.404;99.145;99.145;99.145;41.830;95.726;98.291;45.833;99.145;99.145;98.291;97.436;97.297;39.241;98.291;99.145;98.291;99.145;40.404;99.145;99.145;99.145;41.830;95.726;98.291;45.833;99.145;99.145;98.291;97.436;97.297;37.975;39.241;37.975;37.975;45.455;39.241;39.241;37.975;52.381;35.398;37.975;36.111;40.506;39.241;37.975;37.975;39.474;97.436;98.291;99.145;39.394;97.436;97.436;99.145;41.176;95.726;98.291;45.000;97.436;97.436;100.000;99.145;95.495;99.145;98.291;40.404;100.000;98.291;98.291;41.830;94.872;99.145;45.833;98.291;98.291;97.436;96.581;96.396;99.145;39.394;99.145;97.436;99.145;41.176;95.726;100.000;45.000;97.436;97.436;98.291;97.436;95.495;39.394;98.291;98.291;100.000;41.176;96.581;99.145;45.000;98.291;98.291;99.145;98.291;96.396;40.404;40.404;39.394;48.718;38.384;39.394;67.568;41.414;40.404;39.394;40.404;40.860;98.291;98.291;41.830;94.872;99.145;45.833;98.291;98.291;97.436;96.581;96.396;98.291;41.830;94.872;97.436;45.000;98.291;98.291;97.436;96.581;96.396;41.176;96.581;99.145;45.000;98.291;98.291;99.145;98.291;96.396;40.764;41.176;38.095;42.484;42.484;41.176;40.523;47.273;95.726;44.538;94.872;96.581;95.726;94.872;98.182;45.000;97.436;97.436;98.291;97.436;95.495;46.667;45.000;45.000;45.833;46.018;98.291;97.436;96.581;97.297;97.436;96.581;98.198;99.145;95.495;94.595	47.222;51.948;40.789;43.284;54.430;43.284;58.824;43.284;46.667;43.284;47.761;43.284;41.791;41.791;43.636;43.284;39.474;43.678;43.284;70.192;51.351;51.351;72.897;51.351;73.864;51.351;38.532;51.351;52.273;51.351;50.450;50.450;70.093;51.351;50.459;43.137;51.351;38.136;37.795;85.714;37.795;71.591;37.795;39.726;37.795;46.154;37.795;37.795;37.795;65.714;37.795;37.391;46.575;37.795;99.091;39.450;99.091;42.857;99.091;48.718;99.091;77.528;99.091;98.182;98.182;49.541;99.091;91.129;35.762;99.091;39.450;100.000;43.662;100.000;47.727;100.000;79.167;100.000;99.138;99.138;48.718;100.000;95.690;37.580;100.000;39.450;72.222;39.450;42.667;39.450;46.067;39.450;39.450;39.450;65.766;39.450;35.878;48.571;39.450;43.662;100.000;47.727;100.000;79.167;100.000;99.138;99.138;48.718;100.000;95.690;37.580;100.000;43.662;49.351;43.662;49.296;43.662;43.662;43.662;72.527;43.662;41.270;46.914;43.662;47.727;100.000;79.167;100.000;99.138;99.138;48.718;100.000;95.690;37.580;100.000;47.727;40.506;47.727;47.727;47.727;38.372;47.727;46.154;57.143;47.727;100.000;79.167;100.000;99.138;99.138;48.718;100.000;95.690;37.580;79.167;100.000;99.138;99.138;48.718;100.000;95.690;37.580;79.167;80.208;80.208;44.330;79.167;73.958;48.739;99.138;99.138;48.718;100.000;95.690;37.580;100.000;48.718;99.138;94.828;38.217;48.718;99.138;94.828;38.217;48.718;47.706;40.000;95.690;37.580;34.868	74.312;48.718;73.874;50.450;48.718;48.718;66.667;36.607;48.718;41.739;35.955;65.714;46.835;72.973;42.982;80.734;43.519;42.982;44.144;72.477;41.429;42.982;45.794;37.879;74.757;47.059;84.259;52.137;97.321;100.000;98.276;41.758;39.394;100.000;40.741;39.241;39.785;78.125;43.966;54.955;52.137;51.282;72.973;39.286;52.137;47.222;46.753;75.238;45.455;79.279;97.321;99.091;40.367;38.994;97.321;41.026;38.158;37.391;75.758;44.545;98.276;41.667;39.394;98.276;41.333;40.506;39.785;76.042;45.133;41.758;40.260;41.758;51.807;42.857;90.099;42.857;70.270;39.394;39.394;32.632;52.381;41.975;43.697;38.393;100.000;40.741;39.241;39.785;78.125;43.966;40.741;41.509;51.948;44.444;51.220;39.241;39.726;41.772;35.185;39.785;41.935;71.429;78.125;44.156;43.966	98.276;52.137;40.506;98.276;44.828;41.975;39.785;43.860;99.138;49.573;98.276;98.276;98.276;76.042;42.675;98.276;40.650;52.137;39.241;100.000;43.966;40.741;39.785;42.982;99.138;48.718;100.000;100.000;100.000;78.125;41.401;100.000;41.758;46.753;52.137;79.279;47.222;75.238;80.734;52.137;73.874;52.137;52.137;52.137;45.455;43.810;52.137;72.973;39.241;35.185;41.509;39.726;37.879;40.506;35.955;39.241;39.241;39.241;41.772;52.381;39.241;42.857;43.966;40.741;39.785;42.982;99.138;48.718;100.000;100.000;100.000;78.125;41.401;100.000;41.758;51.220;71.429;84.259;44.828;72.973;43.966;43.966;43.966;44.156;40.385;43.966;70.270;51.948;45.794;41.975;41.739;40.741;40.741;40.741;44.444;39.080;40.741;51.807;74.757;39.785;65.714;39.785;39.785;39.785;41.935;45.205;39.785;90.099;43.860;74.312;42.982;42.982;42.982;47.059;45.161;42.982;72.477;49.573;99.138;99.138;99.138;77.083;42.038;99.138;41.414;48.718;48.718;48.718;46.835;40.000;48.718;66.667;100.000;100.000;78.125;41.401;100.000;41.758;100.000;78.125;41.401;100.000;41.758;78.125;41.401;100.000;41.758;46.847;78.125;42.857;41.401;46.667;41.758	99.160;89.076;44.068;100.000;100.000;100.000;80.672;54.054;44.898;100.000;41.722;100.000;100.000;100.000;100.000;43.478;90.476;45.238;99.160;99.206;99.206;82.443;52.381;34.314;99.160;43.312;99.160;99.160;99.160;99.160;44.828;46.154;89.076;89.683;89.683;87.069;52.381;36.957;89.076;43.312;89.076;89.076;89.076;89.076;46.667;44.068;44.444;44.444;47.863;39.286;39.130;44.068;41.121;44.068;44.068;44.068;44.068;75.248;100.000;100.000;80.672;54.054;44.898;100.000;41.722;100.000;100.000;100.000;100.000;43.478;100.000;81.746;52.381;46.296;100.000;43.312;100.000;100.000;100.000;100.000;43.966;81.746;52.381;46.296;100.000;43.312;100.000;100.000;100.000;100.000;43.966;52.381;36.283;80.672;43.949;80.672;80.672;80.672;80.672;48.113;43.836;54.054;51.020;54.054;54.054;54.054;54.054;38.095;44.898;43.750;44.898;44.898;44.898;44.898;48.544;41.722;100.000;100.000;100.000;100.000;43.478;41.722;41.722;41.722;41.722;45.263;100.000;100.000;100.000;43.478;100.000;100.000;43.478;100.000;43.478;43.478
246	USP51	ubiquitin specific peptidase 27 X-linked;ubiquitin specific peptidase 51	74.627	74.627	73.770	74.627	74.627	74.627	74.440
251	histone H3.3A-like	histone H3.3A-like	0	0	0	0	82.031	0	0
253	NUDT10	nudix hydrolase 10;nudix hydrolase 11;diphosphoinositol polyphosphate phosphohydrolase 3-beta;diphosphoinositol polyphosphate phosphohydrolase 3-beta-like	100.000	99.390	99.390	99.390	100.000	100.000	99.390
255	CENPVL3	centromere protein V-like protein 1;centromere protein V like 1;centromere protein V like 2;centromere protein V like 3	95.221;95.221;100.000	95.588;95.588;100.000	100.000;95.588;95.588	100.000;94.485;94.485	100.000;94.853;94.853	94.853;95.221;99.632	95.588;100.000;95.588
257	TRO	MAGE family member D2;melanoma-associated antigen D2;MAGE family member D4;MAGE family member D4B;melanoma-associated antigen D4-like;trophinin;MAGE family member D1;melanoma-associated antigen D4	44.419;51.765;100.000;61.559;63.380;44.419;60.550;51.765;69.424;61.559	100.000;44.419;61.559;54.103;44.419;61.559;54.103;60.550;63.380;69.424	60.550;39.488;39.488;63.099;59.021;59.021;69.424;100.000;51.724;51.724	61.559;61.559;67.708;60.550;100.000;51.765;44.651;51.765;44.651;63.380	59.050;69.424;61.559;61.559;63.380;44.651;44.651;46.110;46.110;100.000	44.751;44.751;63.380;69.424;100.000;43.049;59.021;43.049;59.021;59.050	59.278;45.729;49.887;99.868;60.245;69.065;59.278;63.099;45.729;49.887
259	putative uncharacterized protein FLJ39060	putative uncharacterized protein FLJ39060	0	0	0	100.000	100.000	100.000	99.187
260	XAGE1A	X antigen family member 1B;X antigen family member 1A;X antigen family member 1;X antigen family member 1-like	100.000	100.000	98.214;98.214;100.000	100.000	0	0	0
261	FAM156A	family with sequence similarity 156 member B;family with sequence similarity 156 member A;protein FAM156A/FAM156B	100.000	100.000	100.000	100.000	100.000	100.000	100.000
279	PGAM4	phosphoglycerate mutase family member 4;phosphoglycerate mutase 1-like	78.832	0	0	0	0	0	0
284	PAGE5	P antigen family member 5;PAGE family member 5;PAGE family member 2B;PAGE family member 2;putative G antigen family E member 3	100.000;90.909;100.000;100.000;100.000;90.909;100.000;90.909;100.000;90.909	100.000;88.496;90.000	93.694;87.611;82.727	90.909	88.288;88.073;82.727	81.818;87.387;87.963	0
291	SPIN3	spindlin family member 2B;spindlin-2-like;spindlin family member 2A;spindlin family member 3;spindlin-2;spindlin family member 4	71.667;69.231;68.803;74.419;73.643;99.225	98.450;73.256;74.419	99.225;69.231;74.419;68.376;73.643;71.667	74.419;72.868;74.419;71.667;98.450;99.671;69.231;98.450;67.521;69.231	68.803;99.612;74.806;69.231;72.083;74.806	68.803;69.231;99.225	68.803;74.031;98.837;72.500;67.949;72.868
294	ZXDB	zinc finger X-linked duplicated B;zinc finger X-linked protein ZXDA-like;zinc finger X-linked duplicated A;zinc finger X-linked protein ZXDB-like;zinc finger X-linked protein ZXDB	93.921	95.012	96.139	97.878	94.140	94.030	95.125
320	AWAT1	acyl-CoA wax alcohol acyltransferase 2;diacylglycerol O-acyltransferase 2 like 6;acyl-CoA wax alcohol acyltransferase 1	53.994;54.180;51.488	54.799;51.952;54.633	50.893;54.799;54.313	52.698;53.538;50.751	51.335;55.272;53.251	55.272;53.251;51.335	54.128;51.084;50.148
324	ARR3	RAB41, member RAS oncogene family;arrestin 3;arrestin-C-like	0	0	0	0	0	0	0
